sigla_uf,codigo_cbo_4,total_vinculos_ativos
AM,519930,11
AM,516220,144
AM,352320,10
AM,630105,22
AM,324135,3
AM,862405,40
AM,715410,68
AM,251550,21
AM,351110,59
AM,141115,57
AM,768625,34
AM,760605,51
AM,763110,67
AM,142505,65
AM,261715,128
AM,910905,11
AM,225133,20
AM,234730,30
AM,131105,28
AM,203405,32
AM,613110,72
AM,862160,76
AM,415210,91
AM,211110,61
AM,242220,19
AM,234205,22
AM,212320,63
AM,212210,35
AM,314835,3
AM,512120,8
AM,516340,52
AM,715420,3
AM,913115,35
AM,251305,27
AM,612625,3
AM,141405,100
AM,773505,6
AM,763325,7
AM,716310,4
AM,842120,9
AM,325310,9
AM,311520,10
AM,203230,5
AM,234905,4
AM,752315,1
AM,791140,5
AM,225335,5
AM,915115,8
AM,516415,9
AM,423115,31
AM,214430,29
AM,262220,3
AM,241305,1
AM,412115,7
AM,142365,5
AM,832120,8
AM,911320,18
AM,214320,21
AM,750205,8
AM,715415,47
AM,642015,32
AM,325305,11
AM,122610,4
AM,773405,5
AM,325015,26
AM,254305,15
AM,213415,3
AM,841476,5
AM,715720,5
AM,261730,31
AM,911115,4
AM,324215,5
AM,141715,27
AM,223310,14
AM,721415,2
AM,203310,11
AM,782140,6
AM,515115,3
AM,214345,4
AM,225275,2
AM,822120,6
AM,252315,2
AM,142355,15
AM,254420,2
AM,122620,10
AM,791105,3
AM,111335,2
AM,123210,3
AM,226305,1
AM,225165,2
AM,376305,2
AM,371305,6
AM,519920,3
AM,862510,8
AM,631105,6
AM,262225,2
AM,234115,1
AM,722235,5
AM,374120,1
AM,422115,4
AM,740105,2
AM,622425,2
AM,341320,1
AM,768325,1
AM,711305,3
AM,142710,2
AM,716215,1
AM,764115,2
AM,711110,3
AM,720130,4
AM,720110,1
AM,225127,1
AM,351310,1
AM,710115,1
AM,321310,1
AM,768320,1
AM,141730,1
AM,622730,1
AM,411005,36311
AM,231340,723
AM,300305,337
AM,414140,6379
AM,782510,14573
AM,253215,830
AM,141205,1395
AM,311505,224
AM,860115,316
AM,20310,831
AM,214315,36
AM,212405,2771
AM,351430,742
AM,214505,39
AM,313410,92
AM,252105,5735
AM,212315,125
AM,241225,121
AM,20105,54
AM,763210,722
AM,391215,2917
AM,862305,791
AM,414135,1269
AM,731150,7176
AM,715125,1355
AM,412110,1627
AM,784120,605
AM,334115,710
AM,410240,867
AM,413110,2722
AM,721425,6
AM,783205,578
AM,420110,48
AM,351720,117
AM,724220,780
AM,716610,1785
AM,763310,111
AM,375115,89
AM,312205,49
AM,919110,276
AM,848110,14
AM,731140,6
AM,919310,27
AM,622405,15
AM,848315,160
AM,715725,40
AM,391115,898
AM,351725,89
AM,515105,8485
AM,324115,803
AM,354120,1093
AM,725205,1029
AM,351740,5
AM,780105,65
AM,811745,131
AM,516335,17
AM,513615,296
AM,724415,175
AM,766410,7
AM,253120,68
AM,252715,421
AM,515135,52
AM,950110,180
AM,722220,368
AM,715520,18
AM,766220,26
AM,510115,41
AM,510110,134
AM,223705,43
AM,322410,111
AM,232155,368
AM,234760,36
AM,251225,280
AM,354305,535
AM,811010,2
AM,352310,125
AM,341215,236
AM,413105,346
AM,111225,299
AM,373130,147
AM,721320,6
AM,313210,136
AM,395105,167
AM,123205,29
AM,915305,157
AM,251105,9
AM,782735,73
AM,911110,46
AM,318405,90
AM,731305,82
AM,111250,25
AM,225140,189
AM,354210,213
AM,214210,9
AM,354705,75
AM,513215,288
AM,318705,15
AM,353230,74
AM,211210,1
AM,374110,88
AM,711330,27
AM,314210,75
AM,262420,91
AM,111510,108
AM,223535,23
AM,213405,50
AM,832115,29
AM,773345,14
AM,622320,29
AM,254310,86
AM,516610,92
AM,122305,19
AM,271110,18
AM,325205,149
AM,374405,158
AM,322255,80
AM,781310,7
AM,724130,36
AM,314825,16
AM,252535,9
AM,516110,80
AM,323105,13
AM,314845,18
AM,841110,2
AM,741125,25
AM,211120,1
AM,510305,26
AM,232170,68
AM,222205,6
AM,721305,5
AM,611005,14
AM,411040,60
AM,212425,26
AM,781705,18
AM,142110,22
AM,142120,28
AM,848115,58
AM,710220,17
AM,632110,29
AM,253125,22
AM,620115,23
AM,782210,30
AM,211220,43
AM,262210,9
AM,215105,16
AM,342205,39
AM,950205,27
AM,262315,1
AM,763005,11
AM,841440,1
AM,261505,24
AM,203215,55
AM,241205,6
AM,773125,30
AM,351705,10
AM,712125,10
AM,261115,31
AM,213150,2
AM,765205,34
AM,253205,5
AM,374305,22
AM,721420,17
AM,861105,8
AM,828105,6
AM,424125,7
AM,373230,6
AM,711205,14
AM,234715,1
AM,831105,16
AM,632310,1
AM,374205,16
AM,142135,3
AM,841320,3
AM,224115,7
AM,225135,7
AM,111505,2
AM,201110,11
AM,523115,10
AM,241030,2
AM,773130,15
AM,762120,6
AM,262825,2
AM,519325,6
AM,262110,6
AM,913105,5
AM,318015,2
AM,760110,2
AM,341210,7
AM,341110,9
AM,841444,7
AM,374425,5
AM,752205,5
AM,314625,4
AM,811430,5
AM,717015,5
AM,761215,2
AM,768705,9
AM,781105,2
AM,848105,8
AM,316340,1
AM,213105,3
AM,214410,3
AM,820125,1
AM,141120,5
AM,612005,7
AM,122115,1
AM,716520,3
AM,516130,4
AM,768630,2
AM,761345,2
AM,811810,2
AM,424210,1
AM,225255,2
AM,261310,2
AM,214350,2
AM,761425,1
AM,841625,1
AM,122705,1
AM,214245,1
AM,262815,1
AM,813105,1
AM,215315,1
AM,511215,3188
AM,731160,193
AM,513205,13512
AM,31205,14
AM,721105,967
AM,203305,188
AM,517205,139
AM,142305,2584
AM,720210,526
AM,123105,1102
AM,724315,6131
AM,732110,287
AM,519115,24
AM,223405,4088
AM,622010,1399
AM,992210,200
AM,203010,2
AM,231335,1066
AM,234616,492
AM,322225,137
AM,724510,775
AM,513315,1506
AM,422310,507
AM,422315,813
AM,514205,1240
AM,821445,209
AM,513415,801
AM,783210,1966
AM,354145,940
AM,722215,942
AM,351105,372
AM,715115,716
AM,515210,245
AM,142530,92
AM,311105,394
AM,861115,527
AM,710205,2047
AM,261215,52
AM,741115,151
AM,252515,45
AM,314305,37
AM,515220,14
AM,224130,20
AM,517110,697
AM,232135,315
AM,841315,13
AM,354415,38
AM,914415,247
AM,723320,1450
AM,251215,216
AM,262810,48
AM,251235,1
AM,254405,51
AM,333110,532
AM,514105,202
AM,751125,159
AM,710215,54
AM,214930,23
AM,301110,509
AM,232125,124
AM,142115,519
AM,766405,22
AM,840110,95
AM,511105,78
AM,251505,105
AM,21110,2032
AM,10310,281
AM,215130,12
AM,141105,10
AM,225170,452
AM,262405,258
AM,318205,13
AM,823265,9
AM,833125,22
AM,721315,25
AM,766115,24
AM,770105,73
AM,763010,180
AM,351710,38
AM,371105,168
AM,632115,153
AM,950105,217
AM,954125,128
AM,241340,13
AM,725015,14
AM,991305,237
AM,412105,72
AM,515225,217
AM,215150,22
AM,214105,103
AM,351115,61
AM,314310,71
AM,131215,37
AM,212205,124
AM,723125,42
AM,317105,35
AM,723120,3
AM,515205,59
AM,773205,5
AM,253225,230
AM,811510,102
AM,214435,32
AM,232165,221
AM,313405,24
AM,524215,9
AM,731170,20
AM,724405,5
AM,322120,12
AM,322430,39
AM,262830,59
AM,519215,57
AM,833110,50
AM,715105,3
AM,342605,12
AM,513320,45
AM,821330,4
AM,823105,8
AM,511110,4
AM,215145,29
AM,612505,3
AM,862310,9
AM,766225,4
AM,141110,13
AM,203025,1
AM,763020,16
AM,262135,17
AM,222215,24
AM,131115,34
AM,622310,9
AM,223655,9
AM,318430,4
AM,203110,13
AM,752225,1
AM,203505,8
AM,773420,5
AM,354605,13
AM,914205,29
AM,724105,29
AM,612510,5
AM,822110,4
AM,341325,3
AM,391225,4
AM,751005,20
AM,318215,5
AM,373225,6
AM,725420,6
AM,234735,4
AM,750105,5
AM,613010,16
AM,225121,1
AM,234440,25
AM,318605,8
AM,991105,2
AM,225155,2
AM,720155,11
AM,821415,5
AM,142125,24
AM,841464,1
AM,812105,8
AM,841432,2
AM,764305,16
AM,316315,1
AM,424205,15
AM,752230,10
AM,791120,1
AM,252530,1
AM,821225,2
AM,262320,4
AM,374115,1
AM,724605,2
AM,720145,3
AM,10305,10
AM,841468,7
AM,762105,1
AM,811405,2
AM,821315,5
AM,234664,2
AM,841715,3
AM,765315,1
AM,761240,1
AM,122515,3
AM,773315,2
AM,342530,7
AM,234765,2
AM,377115,1
AM,225130,4
AM,239445,2
AM,261620,1
AM,203015,2
AM,848205,1
AM,261710,1
AM,612420,2
AM,214920,2
AM,111240,1
AM,841448,1
AM,131320,1
AM,234672,2
AM,740110,1
AM,318120,1
AM,823255,1
AM,761220,1
AM,725025,263
AM,377110,517
AM,342110,202
AM,517425,2790
AM,521140,16317
AM,848510,4882
AM,910205,78
AM,225125,2570
AM,515120,590
AM,231205,10510
AM,234505,4638
AM,142105,5763
AM,111415,16879
AM,860110,30
AM,395110,153
AM,861205,274
AM,214910,263
AM,252305,9386
AM,251605,2213
AM,239405,1080
AM,20205,170
AM,811310,220
AM,519210,589
AM,516315,34
AM,724440,718
AM,761360,252
AM,318005,139
AM,512105,847
AM,422305,368
AM,517405,179
AM,342125,1192
AM,514215,3295
AM,515310,775
AM,233225,301
AM,141305,145
AM,715505,1314
AM,783105,527
AM,231310,146
AM,516210,585
AM,914405,1910
AM,841505,68
AM,724205,1605
AM,725705,770
AM,354815,165
AM,322405,610
AM,519320,137
AM,725505,4000
AM,513405,2677
AM,766155,21
AM,721215,723
AM,141505,81
AM,422335,72
AM,351605,2494
AM,516310,104
AM,731320,567
AM,715230,169
AM,761410,36
AM,991315,181
AM,510120,52
AM,420120,221
AM,722330,620
AM,784105,1271
AM,261135,85
AM,811820,470
AM,721410,113
AM,513610,339
AM,354810,36
AM,352315,97
AM,724325,152
AM,354140,270
AM,325110,90
AM,232110,284
AM,231330,167
AM,622110,183
AM,212415,132
AM,342540,32
AM,810110,73
AM,223525,1302
AM,131210,182
AM,725005,124
AM,313120,782
AM,203105,95
AM,225105,111
AM,314405,203
AM,223272,195
AM,131315,44
AM,342310,166
AM,711105,17
AM,821305,37
AM,766235,100
AM,723330,349
AM,766120,130
AM,239220,59
AM,312320,336
AM,141420,173
AM,354805,30
AM,373145,32
AM,711315,26
AM,211205,50
AM,763320,48
AM,342410,17
AM,313320,54
AM,715120,69
AM,784115,38
AM,752235,9
AM,372205,112
AM,374105,28
AM,821335,42
AM,821220,18
AM,318510,145
AM,321205,10
AM,202110,37
AM,251220,88
AM,202120,33
AM,253210,78
AM,123115,69
AM,31110,98
AM,314615,2
AM,519905,105
AM,317120,29
AM,141610,22
AM,841420,28
AM,766150,31
AM,716615,60
AM,312310,3
AM,212305,66
AM,377205,38
AM,241405,14
AM,122205,36
AM,223635,30
AM,991310,75
AM,862505,86
AM,732125,7
AM,516105,6
AM,524305,7
AM,992220,16
AM,763105,60
AM,262205,5
AM,954120,37
AM,342215,24
AM,317115,20
AM,223905,31
AM,223240,25
AM,214615,10
AM,723220,20
AM,311405,7
AM,724310,38
AM,242225,27
AM,915405,37
AM,223236,12
AM,848415,5
AM,631420,1
AM,768110,5
AM,374150,6
AM,517305,12
AM,239435,25
AM,224140,60
AM,239425,40
AM,239215,10
AM,765105,3
AM,751010,18
AM,811415,1
AM,954205,24
AM,232160,3
AM,516150,14
AM,841710,2
AM,241325,8
AM,777210,1
AM,722305,10
AM,516320,2
AM,862130,4
AM,234815,9
AM,114405,8
AM,223268,18
AM,841428,5
AM,314620,11
AM,523120,16
AM,374145,3
AM,910120,3
AM,711225,22
AM,766415,2
AM,262805,2
AM,848425,19
AM,391140,1
AM,214225,1
AM,322505,8
AM,123410,1
AM,821325,9
AM,731105,7
AM,513410,9
AM,511505,8
AM,223256,4
AM,371405,2
AM,415125,3
AM,712105,4
AM,823115,1
AM,777105,1
AM,114205,1
AM,122615,3
AM,724225,1
AM,519310,4
AM,823250,2
AM,223276,2
AM,911135,1
AM,421210,3
AM,261430,1
AM,723225,1
AM,911130,3
AM,341120,1
AM,911125,4
AM,201205,1
AM,122105,3
AM,239225,2
AM,261105,2
AM,773330,1
AM,811425,2
AM,351515,1
AM,234644,1
AM,328105,2
AM,752425,3
AM,763305,2
AM,751015,1
AM,239420,1
AM,262425,1
AM,715220,1
AM,214725,1
AM,731180,19821
AM,354125,3811
AM,782305,5950
AM,331105,4634
AM,730105,879
AM,910105,505
AM,521105,3088
AM,710120,33
AM,20115,140
AM,351425,239
AM,214270,74
AM,239415,3369
AM,121010,323
AM,314805,8
AM,351420,470
AM,234520,1899
AM,331205,30165
AM,242305,383
AM,725105,3161
AM,783215,1992
AM,813120,147
AM,622005,237
AM,992225,2047
AM,214110,8
AM,782705,1210
AM,121005,43
AM,410230,74
AM,512110,24
AM,762345,2
AM,862205,1108
AM,911120,312
AM,141415,3232
AM,783230,122
AM,231110,349
AM,371410,378
AM,516345,744
AM,415130,60
AM,741120,212
AM,724210,925
AM,325105,153
AM,311710,282
AM,632610,4
AM,515305,783
AM,233220,163
AM,848505,223
AM,322235,233
AM,252545,887
AM,521120,306
AM,351305,1228
AM,862140,84
AM,351715,165
AM,342315,471
AM,992115,434
AM,421305,108
AM,731145,1097
AM,782320,385
AM,515140,2168
AM,232130,123
AM,318105,50
AM,782715,562
AM,721220,274
AM,510130,174
AM,514110,491
AM,519925,408
AM,811110,304
AM,766215,84
AM,517315,53
AM,862155,52
AM,215305,288
AM,214365,44
AM,142130,18
AM,720115,31
AM,841456,71
AM,214420,62
AM,770110,6
AM,520105,246
AM,262105,18
AM,30115,3
AM,322210,10
AM,914420,22
AM,142310,87
AM,142410,119
AM,716540,87
AM,516505,124
AM,953110,31
AM,223650,1
AM,142415,96
AM,223565,80
AM,517115,29
AM,412120,23
AM,811505,45
AM,251520,130
AM,142140,9
AM,225103,28
AM,215110,73
AM,314105,47
AM,424115,19
AM,823320,63
AM,261820,8
AM,319205,21
AM,715310,7
AM,773325,26
AM,720125,15
AM,251210,10
AM,142325,106
AM,261615,12
AM,622505,25
AM,225124,67
AM,821440,128
AM,813130,13
AM,214340,12
AM,782620,7
AM,722415,13
AM,203320,24
AM,811105,8
AM,411055,38
AM,214255,39
AM,225139,16
AM,773510,12
AM,833115,18
AM,622410,7
AM,141735,8
AM,201210,6
AM,241020,17
AM,261405,2
AM,375110,19
AM,711320,55
AM,262705,53
AM,241215,18
AM,141720,28
AM,711115,8
AM,261530,19
AM,214220,5
AM,203220,12
AM,122755,3
AM,391230,15
AM,234105,9
AM,919315,31
AM,300110,17
AM,772115,5
AM,722230,11
AM,773415,30
AM,911325,28
AM,251535,4
AM,710210,10
AM,322425,14
AM,831110,5
AM,214260,7
AM,233105,4
AM,234720,2
AM,761348,13
AM,783240,23
AM,811750,1
AM,225290,1
AM,782125,9
AM,515315,9
AM,225142,11
AM,314840,17
AM,720120,5
AM,141520,4
AM,223430,1
AM,234632,2
AM,723205,6
AM,823305,5
AM,761327,2
AM,519915,2
AM,30110,10
AM,214230,8
AM,225180,3
AM,262330,9
AM,752105,1
AM,415115,6
AM,777115,1
AM,10315,4
AM,241235,1
AM,372210,3
AM,371210,9
AM,376320,1
AM,410210,2
AM,253305,5
AM,322110,10
AM,324130,2
AM,760205,2
AM,211215,3
AM,821430,4
AM,223244,1
AM,214335,6
AM,214730,2
AM,823240,7
AM,30205,2
AM,841460,2
AM,516915,1
AM,233125,2
AM,223248,1
AM,632405,3
AM,221110,1
AM,318710,4
AM,342555,7
AM,211115,2
AM,764205,1
AM,225118,2
AM,214715,3
AM,820115,1
AM,225340,1
AM,720105,1
AM,223252,1
AM,622210,1
AM,214530,2
AM,214425,1
AM,414110,6022
AM,717020,15709
AM,517420,13816
AM,731135,1964
AM,141705,69
AM,214405,151
AM,225150,24
AM,223208,1158
AM,20305,213
AM,251510,740
AM,252205,953
AM,123305,78
AM,231325,484
AM,20110,85
AM,521115,4365
AM,632410,42
AM,991205,84
AM,911205,836
AM,322305,55
AM,514325,8004
AM,519110,3149
AM,521130,2338
AM,723315,512
AM,731175,5530
AM,317205,309
AM,411030,2729
AM,423105,90
AM,333105,859
AM,623015,92
AM,623110,659
AM,623305,158
AM,111405,747
AM,420125,222
AM,514230,36
AM,422205,383
AM,414210,1998
AM,342105,217
AM,848325,81
AM,715315,970
AM,516605,1
AM,410220,288
AM,622205,33
AM,623020,325
AM,721210,361
AM,732115,99
AM,631020,18
AM,715605,34
AM,391130,386
AM,783110,52
AM,841745,264
AM,221205,334
AM,342210,38
AM,782730,345
AM,225225,181
AM,782720,395
AM,513430,663
AM,252505,197
AM,321210,133
AM,811775,223
AM,715135,232
AM,510135,124
AM,223545,648
AM,234120,16
AM,341105,24
AM,212215,171
AM,820210,44
AM,314120,489
AM,322130,257
AM,821105,172
AM,828110,437
AM,123605,35
AM,517325,29
AM,142315,226
AM,424110,25
AM,731205,104
AM,715110,363
AM,752210,18
AM,514305,36
AM,234810,1041
AM,914110,4
AM,223232,25
AM,131225,41
AM,214310,91
AM,142520,228
AM,314125,53
AM,352205,390
AM,766315,288
AM,821215,42
AM,214005,69
AM,254410,280
AM,723305,28
AM,332205,214
AM,252510,34
AM,516305,194
AM,215140,26
AM,214010,62
AM,252605,73
AM,242205,30
AM,234310,59
AM,766310,117
AM,513105,23
AM,760310,41
AM,820205,24
AM,913110,87
AM,261305,44
AM,514315,37
AM,225250,54
AM,782145,36
AM,373135,24
AM,114105,10
AM,840120,32
AM,519105,39
AM,623115,23
AM,765240,26
AM,391110,31
AM,512115,47
AM,239205,33
AM,715510,20
AM,214360,7
AM,261425,48
AM,711215,15
AM,831125,8
AM,716210,7
AM,523105,42
AM,223840,12
AM,860105,47
AM,233120,14
AM,233115,4
AM,252540,17
AM,141820,6
AM,371110,9
AM,711245,7
AM,415215,32
AM,712220,33
AM,760105,7
AM,225185,18
AM,848420,41
AM,848405,3
AM,722315,18
AM,318110,8
AM,225151,1
AM,513305,2
AM,715225,1
AM,760305,5
AM,314610,9
AM,773355,28
AM,113010,3
AM,716515,18
AM,351610,4
AM,622810,1
AM,351730,19
AM,721205,3
AM,316310,1
AM,782725,6
AM,841610,5
AM,823130,6
AM,322105,4
AM,142350,4
AM,377120,4
AM,820110,4
AM,318810,3
AM,782610,1
AM,821250,2
AM,775105,1
AM,223204,4
AM,262325,1
AM,262120,2
AM,215220,1
AM,613130,1
AM,223550,2
AM,322715,3
AM,724230,1
AM,223220,3
AM,141725,2
AM,782815,9
AM,374140,1
AM,725305,1
AM,10215,2
AM,223420,1
AM,262235,1
AM,421315,1
AM,262130,1
AP,232140,246
AP,111405,312
AP,231105,931
AP,241215,19
AP,724440,66
AP,513435,1316
AP,514205,273
AP,841805,87
AP,782310,600
AP,414125,874
AP,521105,753
AP,515210,55
AP,774105,252
AP,252305,960
AP,142520,17
AP,317205,196
AP,510310,68
AP,724110,435
AP,770105,14
AP,828110,278
AP,223505,2244
AP,420135,70
AP,413210,78
AP,415205,146
AP,721215,84
AP,261210,5
AP,515140,523
AP,251505,49
AP,300305,35
AP,142415,40
AP,761410,26
AP,410215,25
AP,513605,139
AP,214905,7
AP,516120,21
AP,919315,19
AP,421205,36
AP,351110,19
AP,242250,6
AP,251205,71
AP,223276,9
AP,513415,37
AP,334115,44
AP,225105,112
AP,231320,59
AP,223288,11
AP,242305,37
AP,224140,50
AP,376305,11
AP,811630,2
AP,318805,27
AP,377120,6
AP,725205,11
AP,823325,9
AP,711230,21
AP,763215,34
AP,223545,16
AP,212415,2
AP,375120,15
AP,783105,11
AP,225142,23
AP,342115,17
AP,262330,1
AP,950110,37
AP,848515,1
AP,351730,3
AP,251225,4
AP,131120,18
AP,215110,5
AP,234740,1
AP,731135,8
AP,711215,8
AP,214315,14
AP,131305,35
AP,741120,1
AP,214405,11
AP,142525,5
AP,313115,34
AP,715715,1
AP,841456,31
AP,517235,17
AP,782615,4
AP,122620,9
AP,215135,11
AP,213205,3
AP,862120,20
AP,715605,4
AP,225150,10
AP,212305,11
AP,783235,15
AP,711245,9
AP,514230,13
AP,415105,8
AP,374310,2
AP,840120,7
AP,253220,2
AP,910130,7
AP,325205,48
AP,511210,34
AP,914105,5
AP,643025,4
AP,242205,13
AP,141820,3
AP,766250,6
AP,301105,10
AP,731150,3
AP,215115,4
AP,391115,9
AP,741105,6
AP,114305,1
AP,301205,2
AP,716315,1
AP,211205,3
AP,225135,8
AP,225285,5
AP,715215,4
AP,725420,10
AP,519115,3
AP,721220,12
AP,241335,6
AP,910910,3
AP,234760,4
AP,717010,1
AP,261530,5
AP,342105,6
AP,312305,3
AP,131225,7
AP,848605,4
AP,261140,2
AP,841115,12
AP,214740,1
AP,848210,3
AP,313320,1
AP,214245,3
AP,862160,5
AP,317120,2
AP,791115,1
AP,241210,3
AP,776410,1
AP,354825,1
AP,212425,1
AP,820210,1
AP,254105,1
AP,214310,1
AP,514115,2
AP,841310,1
AP,773330,1
AP,791145,1
AP,820125,1
AP,721225,1
AP,950205,1
AP,242210,1
AP,422310,114
AP,411005,5138
AP,414110,1331
AP,142320,362
AP,517205,85
AP,252210,353
AP,242405,59
AP,331110,383
AP,313220,179
AP,783215,410
AP,519935,172
AP,111415,5279
AP,914405,477
AP,514120,438
AP,414120,106
AP,411030,223
AP,422105,3318
AP,114405,1
AP,621005,354
AP,732130,396
AP,322130,65
AP,422315,83
AP,322420,38
AP,413115,79
AP,782705,70
AP,715505,435
AP,223605,530
AP,911305,164
AP,724315,300
AP,254310,336
AP,515105,1522
AP,254505,30
AP,354130,340
AP,515120,147
AP,214205,130
AP,225125,608
AP,253210,5
AP,234730,29
AP,763010,52
AP,710205,472
AP,225320,43
AP,232150,164
AP,231335,315
AP,422220,182
AP,395110,14
AP,515305,137
AP,111505,170
AP,231325,252
AP,395105,10
AP,914305,21
AP,731170,7
AP,421310,60
AP,517110,28
AP,513430,105
AP,951320,73
AP,341215,12
AP,352410,1
AP,991310,28
AP,241020,13
AP,142325,11
AP,715140,45
AP,724405,3
AP,821205,65
AP,848110,11
AP,231340,113
AP,333105,137
AP,623015,24
AP,732125,16
AP,632615,18
AP,712135,5
AP,711320,9
AP,122405,3
AP,513610,72
AP,773110,31
AP,223280,29
AP,225265,13
AP,351315,61
AP,991305,41
AP,848520,65
AP,214915,26
AP,513320,4
AP,375110,14
AP,252530,2
AP,225275,6
AP,375105,5
AP,720155,1
AP,842135,5
AP,811715,29
AP,951310,9
AP,142535,17
AP,234425,2
AP,715725,3
AP,725415,4
AP,262115,5
AP,374205,3
AP,311505,18
AP,766120,15
AP,141405,10
AP,214120,8
AP,720140,4
AP,234305,4
AP,711205,16
AP,314120,10
AP,215105,4
AP,712130,9
AP,322225,7
AP,415215,12
AP,232145,20
AP,833120,3
AP,770110,7
AP,765205,4
AP,821215,9
AP,341210,4
AP,262110,2
AP,214810,4
AP,773420,11
AP,612005,4
AP,212315,9
AP,420120,10
AP,325105,6
AP,300110,1
AP,225130,2
AP,241405,3
AP,373145,5
AP,911320,1
AP,141105,4
AP,725030,1
AP,122735,1
AP,782820,1
AP,910905,1
AP,715720,1
AP,262225,1
AP,203205,1
AP,262425,7
AP,777210,1
AP,252705,1
AP,623210,2
AP,715515,1
AP,214410,1
AP,914205,1
AP,271110,1
AP,731110,1
AP,391135,2
AP,420115,1
AP,521125,4498
AP,233135,1942
AP,623120,22
AP,521140,3251
AP,322205,4816
AP,783225,1409
AP,410210,85
AP,519305,52
AP,142315,65
AP,519925,21
AP,520110,689
AP,341230,101
AP,773125,128
AP,782515,300
AP,223405,736
AP,223710,351
AP,301110,211
AP,317210,162
AP,253215,156
AP,410205,114
AP,514110,32
AP,914425,178
AP,142130,5
AP,331105,965
AP,342110,6
AP,223660,5
AP,410240,78
AP,141605,52
AP,223510,14
AP,766235,2
AP,513410,3
AP,516220,1463
AP,232105,857
AP,111115,15
AP,811750,2
AP,233210,54
AP,121010,52
AP,716405,33
AP,752205,18
AP,760605,17
AP,318505,70
AP,724510,15
AP,766230,24
AP,142530,26
AP,373105,29
AP,233215,86
AP,251305,8
AP,820110,2
AP,234410,52
AP,766205,37
AP,313120,52
AP,234520,189
AP,391215,39
AP,212420,113
AP,354205,175
AP,391125,28
AP,261115,4
AP,421120,12
AP,322505,7
AP,414135,95
AP,141515,22
AP,766215,11
AP,221105,14
AP,225310,1
AP,517315,33
AP,763320,6
AP,142330,122
AP,715205,13
AP,341310,5
AP,782205,18
AP,311710,16
AP,783230,1
AP,318510,21
AP,114105,7
AP,252310,17
AP,715120,12
AP,342505,30
AP,716520,1
AP,711310,4
AP,331305,10
AP,262830,27
AP,253410,2
AP,223905,79
AP,353235,10
AP,514105,2
AP,111230,1
AP,513105,2
AP,261615,3
AP,141720,12
AP,773405,1
AP,354150,7
AP,313210,10
AP,623305,8
AP,203505,6
AP,225127,6
AP,848525,5
AP,234815,5
AP,862140,9
AP,641005,2
AP,252515,10
AP,723315,14
AP,123605,6
AP,10305,1
AP,262405,3
AP,261120,10
AP,823240,1
AP,516405,5
AP,513225,18
AP,233105,3
AP,991120,1
AP,721320,1
AP,524215,3
AP,131320,4
AP,510135,6
AP,214935,1
AP,233115,3
AP,915105,7
AP,841605,2
AP,324125,1
AP,915305,2
AP,721315,4
AP,223260,1
AP,212215,2
AP,142120,3
AP,623215,2
AP,710225,1
AP,763305,2
AP,239225,1
AP,821225,1
AP,351720,2
AP,620115,2
AP,223236,3
AP,214910,1
AP,111205,1
AP,222115,2
AP,515115,1
AP,782725,1
AP,715530,3
AP,261215,2
AP,261130,1
AP,841710,1
AP,225110,1
AP,516320,1
AP,517410,1232
AP,202105,44
AP,111325,83
AP,519905,433
AP,524105,794
AP,413110,455
AP,782405,184
AP,517415,1720
AP,517420,1832
AP,862305,86
AP,231110,102
AP,342315,75
AP,521135,1220
AP,516305,30
AP,21205,19
AP,715705,45
AP,141410,105
AP,772105,33
AP,622020,123
AP,111410,2543
AP,914415,21
AP,951105,356
AP,239415,1280
AP,413225,596
AP,312105,177
AP,862205,146
AP,841484,96
AP,715115,181
AP,632110,40
AP,951315,87
AP,261425,120
AP,251510,368
AP,271105,414
AP,322405,326
AP,841416,14
AP,919205,79
AP,992205,52
AP,716105,20
AP,253115,50
AP,510105,18
AP,410235,73
AP,224105,58
AP,631405,5
AP,725705,89
AP,521120,61
AP,711130,41
AP,222120,15
AP,352310,70
AP,818110,44
AP,954305,11
AP,215305,24
AP,782320,151
AP,731315,8
AP,782130,2
AP,766405,15
AP,322215,17
AP,715145,9
AP,513215,18
AP,131105,4
AP,723320,18
AP,725005,3
AP,510110,29
AP,371410,67
AP,241225,65
AP,122610,1
AP,311510,6
AP,731155,11
AP,232165,30
AP,374125,14
AP,515310,27
AP,766125,10
AP,251520,8
AP,141505,27
AP,214505,5
AP,354305,3
AP,111330,9
AP,253140,7
AP,391145,10
AP,111105,9
AP,763110,15
AP,731125,13
AP,411050,30
AP,111510,54
AP,731330,8
AP,225155,5
AP,371110,1
AP,513115,7
AP,992110,3
AP,765240,4
AP,840105,19
AP,516505,20
AP,510205,8
AP,262705,1
AP,322425,10
AP,314615,2
AP,773335,5
AP,523115,10
AP,731305,13
AP,765110,6
AP,214270,9
AP,214005,7
AP,351715,6
AP,810110,2
AP,232160,2
AP,722320,1
AP,511505,2
AP,818105,1
AP,766225,3
AP,318705,3
AP,328105,1
AP,830105,1
AP,234915,10
AP,841610,5
AP,322120,15
AP,761205,1
AP,630105,1
AP,214230,1
AP,322250,1
AP,225136,1
AP,422335,4
AP,225350,1
AP,314125,2
AP,954120,3
AP,613110,2
AP,225325,1
AP,213215,1
AP,214720,1
AP,251545,1
AP,311110,1
AP,215120,1
AP,234765,1
AP,239440,1
AP,354810,1
AP,211105,1
AP,351805,1
AP,721430,1
AP,722215,1
