sigla_uf,codigo_cbo_4,total_vinculos_ativos
MS,242220,11
MS,613210,3
MS,861205,15
MS,831125,22
MS,223425,1
MS,311115,22
MS,234415,4
MS,318420,3
MS,612125,1
MS,318425,6
MS,782725,1
MS,300110,2
MS,823240,2
MS,752320,10
MS,424205,7
MS,723235,2
MS,821425,2
MS,314310,42
MS,261420,2
MS,213410,1
MS,782805,2
MS,622120,3
MS,842115,1
MS,262210,2
MS,123705,8
MS,821240,8
MS,751120,3
MS,234425,4
MS,742120,1
MS,742105,1
MS,319205,1
MS,322720,3
MS,776405,1
MS,225106,2
MS,377115,1
MS,113015,1
MS,215205,1
MS,741120,3
MS,203505,2
MS,342605,1
MS,201110,1
MS,122115,1
MS,311205,1
MS,224110,1
MS,612420,1
MS,324125,1
MS,142140,1
MS,821335,1
MS,623205,1
MS,725210,1
MS,334105,867
MS,514320,44004
MS,783210,6723
MS,716610,1841
MS,517410,5738
MS,621005,40063
MS,21110,2214
MS,123110,217
MS,519925,194
MS,313310,615
MS,725705,374
MS,517425,2393
MS,848520,5766
MS,422105,12520
MS,516405,96
MS,262830,73
MS,620105,2298
MS,991305,597
MS,764115,536
MS,517415,276
MS,731165,32
MS,516210,1351
MS,783110,137
MS,421305,519
MS,142360,19
MS,351510,20
MS,224140,112
MS,513610,598
MS,252405,1764
MS,420110,141
MS,424130,81
MS,322405,462
MS,225112,16
MS,630110,1646
MS,764210,179
MS,261125,206
MS,813115,161
MS,318505,189
MS,712110,84
MS,848425,724
MS,761330,165
MS,732120,1730
MS,420105,579
MS,523105,121
MS,517310,1179
MS,515205,91
MS,313115,709
MS,322215,220
MS,821405,110
MS,833120,16
MS,342535,145
MS,131105,24
MS,313120,343
MS,239215,132
MS,623010,106
MS,353230,137
MS,861105,32
MS,813120,101
MS,214405,158
MS,861110,46
MS,823215,6
MS,910205,145
MS,231325,682
MS,231330,587
MS,223810,355
MS,351815,242
MS,354210,207
MS,810205,67
MS,262330,35
MS,20115,60
MS,371210,5
MS,225103,20
MS,760405,79
MS,316325,25
MS,516320,30
MS,991310,217
MS,911325,446
MS,841472,40
MS,121010,403
MS,20305,85
MS,631325,453
MS,232160,4
MS,141505,142
MS,111250,3
MS,111330,51
MS,721225,53
MS,763010,375
MS,314125,57
MS,141605,364
MS,841210,19
MS,312210,153
MS,318110,80
MS,131110,105
MS,222120,120
MS,223550,12
MS,710115,17
MS,212305,33
MS,214105,163
MS,225121,2
MS,375130,3
MS,631310,28
MS,833105,99
MS,622410,19
MS,612305,16
MS,632205,80
MS,731180,16
MS,318005,92
MS,321305,21
MS,311410,138
MS,225320,17
MS,241335,53
MS,622315,153
MS,142515,51
MS,316320,2
MS,214535,13
MS,831110,11
MS,725415,125
MS,225270,48
MS,765105,20
MS,848205,13
MS,717010,51
MS,510305,12
MS,251220,26
MS,214605,6
MS,262605,3
MS,752235,47
MS,376315,4
MS,773215,8
MS,234105,9
MS,225109,2
MS,812105,21
MS,413230,11
MS,840120,38
MS,721320,8
MS,318115,12
MS,517305,10
MS,752425,1
MS,223435,15
MS,30110,14
MS,841615,4
MS,424120,8
MS,760110,15
MS,953110,3
MS,724505,5
MS,720130,3
MS,375125,3
MS,376235,2
MS,422220,14
MS,821415,25
MS,325305,4
MS,142345,14
MS,372210,1
MS,954115,11
MS,342560,7
MS,710210,7
MS,314210,17
MS,376310,1
MS,225325,2
MS,723230,23
MS,764105,9
MS,225185,1
MS,223815,1
MS,354150,11
MS,262705,11
MS,111335,2
MS,715220,5
MS,314715,3
MS,782810,7
MS,643005,7
MS,223240,5
MS,373225,7
MS,724425,2
MS,141730,5
MS,914305,4
MS,214210,5
MS,214280,5
MS,214360,12
MS,234210,2
MS,141815,2
MS,862110,8
MS,716530,4
MS,376305,2
MS,213105,2
MS,214950,5
MS,823265,4
MS,314720,4
MS,813105,1
MS,762330,3
MS,715535,7
MS,211210,3
MS,203005,1
MS,226105,1
MS,261510,1
MS,768315,1
MS,114210,1
MS,516150,2
MS,752415,1
MS,203310,1
MS,716605,1
MS,717025,2
MS,319105,1
MS,223630,1
MS,848420,1
MT,514110,858
MT,514320,63745
MT,513205,27655
MT,142105,12881
MT,514305,58
MT,517215,585
MT,313115,453
MT,141115,3733
MT,413225,3398
MT,212405,1947
MT,142205,912
MT,121010,501
MT,241005,2060
MT,212415,242
MT,214010,66
MT,141205,3265
MT,241220,109
MT,252205,733
MT,813120,143
MT,342315,1569
MT,724440,2114
MT,862150,12352
MT,521115,6469
MT,914405,10633
MT,422120,2586
MT,123105,1374
MT,622420,454
MT,632120,1378
MT,715715,117
MT,821445,357
MT,516340,88
MT,766120,170
MT,782105,164
MT,722215,36
MT,318405,172
MT,411020,444
MT,313205,433
MT,519310,239
MT,715130,1920
MT,515105,6440
MT,782220,5707
MT,513210,301
MT,239405,1173
MT,768625,63
MT,252320,223
MT,841448,263
MT,818110,1015
MT,142530,196
MT,919310,253
MT,252715,747
MT,254505,197
MT,623315,267
MT,823315,140
MT,752430,7
MT,314305,148
MT,711245,132
MT,314210,160
MT,623020,725
MT,612005,391
MT,643015,29
MT,762110,80
MT,213210,63
MT,730105,172
MT,225124,175
MT,214305,310
MT,254410,775
MT,314310,60
MT,131120,192
MT,241020,83
MT,131110,80
MT,232110,117
MT,371105,404
MT,523120,114
MT,715720,21
MT,721320,178
MT,763110,120
MT,354605,115
MT,715510,38
MT,234310,21
MT,510110,131
MT,262610,15
MT,632115,54
MT,841805,69
MT,122520,10
MT,515315,44
MT,752235,37
MT,810305,16
MT,354820,151
MT,861115,81
MT,720135,44
MT,721310,25
MT,777210,35
MT,954105,47
MT,519115,118
MT,234730,129
MT,214420,24
MT,768110,26
MT,211205,31
MT,142510,88
MT,142125,57
MT,123605,46
MT,373220,58
MT,761303,23
MT,261115,17
MT,623125,79
MT,768325,23
MT,910110,24
MT,720125,5
MT,224115,79
MT,324215,4
MT,252315,22
MT,632605,22
MT,725015,34
MT,725030,25
MT,223430,16
MT,123405,27
MT,213205,74
MT,202110,43
MT,764115,5
MT,782710,7
MT,391135,28
MT,519915,1
MT,223660,39
MT,741105,58
MT,720145,27
MT,261820,9
MT,225133,29
MT,374145,7
MT,513225,12
MT,721430,60
MT,122725,9
MT,226310,12
MT,766405,39
MT,513510,4
MT,770110,73
MT,311305,6
MT,731110,42
MT,213410,3
MT,910910,5
MT,710125,33
MT,723220,15
MT,910125,15
MT,262805,4
MT,321320,1
MT,318120,5
MT,242225,1
MT,710210,15
MT,261420,5
MT,712210,1
MT,724425,4
MT,833110,10
MT,762340,10
MT,376225,9
MT,241030,5
MT,214350,4
MT,632405,17
MT,841464,4
MT,301205,4
MT,377125,3
MT,214925,2
MT,239445,1
MT,823255,2
MT,376110,1
MT,214735,2
MT,311720,2
MT,341315,3
MT,114405,7
MT,234305,4
MT,113015,1
MT,234515,2
MT,731180,9
MT,862115,2
MT,223840,9
MT,715530,6
MT,721110,3
MT,316330,4
MT,517235,1
MT,722330,2
MT,122745,1
MT,223835,1
MT,213105,1
MT,782725,2
MT,223635,1
MT,910905,1
MT,325005,1
MT,122115,2
MT,632210,1
MT,812110,1
MT,715110,1489
MT,722205,76
MT,710205,5008
MT,717020,32978
MT,715505,2877
MT,521140,21075
MT,351505,1218
MT,783210,8839
MT,225140,112
MT,142320,3895
MT,223505,10610
MT,351810,2109
MT,242220,17
MT,242235,230
MT,212420,1567
MT,322130,466
MT,823305,161
MT,914425,3137
MT,725010,702
MT,715115,3663
MT,919110,2595
MT,519105,145
MT,322205,22692
MT,515215,2070
MT,641015,22272
MT,516325,87
MT,711105,312
MT,732105,561
MT,716305,1310
MT,613305,350
MT,232105,158
MT,261730,67
MT,770105,206
MT,232130,82
MT,721325,105
MT,766315,202
MT,351740,50
MT,811820,219
MT,715205,342
MT,322420,337
MT,731125,183
MT,351725,234
MT,234410,157
MT,513220,287
MT,515110,761
MT,322215,284
MT,391215,1880
MT,782205,137
MT,716510,479
MT,992105,356
MT,313110,79
MT,519205,44
MT,221205,950
MT,422130,48
MT,914410,304
MT,620110,1665
MT,318705,80
MT,313310,1104
MT,632515,29
MT,773120,1147
MT,711115,133
MT,318310,18
MT,910130,132
MT,763015,176
MT,142415,283
MT,821435,88
MT,910205,184
MT,142405,585
MT,761410,17
MT,715415,238
MT,910210,553
MT,761105,587
MT,342305,471
MT,223565,97
MT,262615,25
MT,862510,102
MT,811325,14
MT,317105,91
MT,214405,144
MT,231310,522
MT,131115,102
MT,241330,35
MT,720150,32
MT,354405,56
MT,991305,727
MT,391130,553
MT,724105,79
MT,411055,67
MT,513320,9
MT,214360,14
MT,252530,133
MT,142515,117
MT,391145,296
MT,823115,39
MT,225148,6
MT,517120,19
MT,241225,185
MT,231325,277
MT,622610,98
MT,632105,54
MT,261125,217
MT,632015,105
MT,313405,8
MT,763320,125
MT,252550,13
MT,517320,44
MT,791140,6
MT,911325,92
MT,715725,73
MT,318420,8
MT,840120,108
MT,311505,142
MT,223520,44
MT,241340,9
MT,841715,72
MT,772115,110
MT,777205,5
MT,241015,27
MT,711315,19
MT,221105,233
MT,782815,174
MT,142520,154
MT,751125,70
MT,731165,117
MT,821320,6
MT,223293,13
MT,342410,54
MT,821450,14
MT,760105,78
MT,122105,52
MT,822120,3
MT,791110,6
MT,318610,85
MT,783230,1
MT,142505,106
MT,141715,9
MT,950205,43
MT,252310,108
MT,300110,5
MT,203215,9
MT,234450,19
MT,715710,7
MT,225145,13
MT,763305,11
MT,262220,3
MT,732135,18
MT,411035,21
MT,251545,8
MT,766305,30
MT,632615,20
MT,862110,19
MT,841710,17
MT,768620,3
MT,261130,8
MT,725020,17
MT,914110,26
MT,122515,6
MT,351705,18
MT,314825,2
MT,225235,10
MT,233220,7
MT,252720,48
MT,517305,10
MT,811810,10
MT,773305,8
MT,214730,11
MT,261140,15
MT,374210,5
MT,354825,8
MT,223815,6
MT,142345,15
MT,773205,14
MT,811650,6
MT,328110,17
MT,766245,3
MT,374305,26
MT,234735,4
MT,201210,1
MT,811505,6
MT,761235,2
MT,314205,8
MT,141730,6
MT,721115,23
MT,832110,3
MT,374425,4
MT,142350,3
MT,811430,18
MT,214435,3
MT,519945,2
MT,223655,4
MT,510305,3
MT,821335,6
MT,214325,11
MT,342540,17
MT,517325,4
MT,760505,15
MT,833120,8
MT,122755,2
MT,848420,3
MT,262620,2
MT,351410,5
MT,612505,1
MT,731310,1
MT,322115,1
MT,776425,3
MT,821420,4
MT,320105,8
MT,234125,3
MT,10105,5
MT,261810,7
MT,761309,2
MT,377220,2
MT,215310,2
MT,517335,1
MT,631405,1
MT,711220,2
MT,722115,1
MT,215215,2
MT,203420,3
MT,242250,1
MT,623320,2
MT,225210,1
MT,262815,2
MT,424205,1
MT,214725,1
MT,251610,1
MT,953105,1
MT,122715,1
MT,514120,14143
MT,724315,9448
MT,513435,13337
MT,513505,21392
MT,20310,219
MT,21110,3959
MT,231305,503
MT,623215,2218
MT,354205,2812
MT,223305,945
MT,233215,588
MT,521105,4088
MT,214205,1525
MT,913120,898
MT,351420,763
MT,254405,755
MT,20305,279
MT,715305,1545
MT,782310,10148
MT,862120,1753
MT,321105,4733
MT,421105,1223
MT,715615,4853
MT,317205,585
MT,232165,85
MT,420125,492
MT,341120,581
MT,711210,486
MT,342515,41
MT,351405,1452
MT,763210,851
MT,761230,120
MT,919205,670
MT,351715,212
MT,841105,157
MT,848305,2715
MT,325105,264
MT,141515,259
MT,951315,650
MT,334105,1122
MT,231330,303
MT,324205,710
MT,519215,86
MT,862305,1221
MT,314405,148
MT,841484,462
MT,841460,129
MT,848205,66
MT,414135,1939
MT,723320,292
MT,354210,462
MT,715705,611
MT,951305,699
MT,821440,94
MT,322225,209
MT,515125,387
MT,724325,96
MT,516120,43
MT,415205,652
MT,721425,107
MT,773415,49
MT,911320,79
MT,141605,983
MT,915115,52
MT,318510,285
MT,123305,189
MT,519925,382
MT,841115,261
MT,715120,105
MT,142325,58
MT,415210,135
MT,351105,250
MT,214005,150
MT,721315,44
MT,123205,55
MT,251540,130
MT,142315,366
MT,225265,23
MT,114205,42
MT,142310,149
MT,631325,202
MT,261135,177
MT,253210,90
MT,773355,24
MT,725310,178
MT,841416,111
MT,351110,120
MT,131105,37
MT,111325,340
MT,352315,53
MT,141120,34
MT,261815,22
MT,253110,203
MT,811130,92
MT,776420,5
MT,410215,147
MT,516405,118
MT,841305,70
MT,353235,45
MT,239205,51
MT,862405,35
MT,724210,69
MT,716205,23
MT,342505,23
MT,765105,49
MT,821220,6
MT,716520,4
MT,234805,2
MT,223705,63
MT,234915,21
MT,262405,31
MT,351115,53
MT,317115,31
MT,915305,58
MT,323105,83
MT,765225,30
MT,511510,30
MT,515220,142
MT,223630,5
MT,262105,32
MT,950305,216
MT,351815,150
MT,322605,68
MT,831115,2
MT,214280,23
MT,253140,53
MT,141820,13
MT,241215,27
MT,131205,126
MT,234668,21
MT,225142,24
MT,841476,56
MT,252710,38
MT,781705,33
MT,253410,20
MT,720155,62
MT,354305,89
MT,420120,25
MT,223212,24
MT,373225,22
MT,225150,31
MT,412105,44
MT,823240,12
MT,821110,10
MT,141725,10
MT,841110,9
MT,223268,35
MT,141520,2
MT,341210,4
MT,421115,71
MT,318425,13
MT,234425,15
MT,764210,1
MT,421315,15
MT,221110,4
MT,412115,6
MT,318810,42
MT,251120,3
MT,214365,25
MT,722315,6
MT,791120,2
MT,821310,13
MT,712115,7
MT,214335,6
MT,516130,2
MT,301115,32
MT,141735,16
MT,782140,24
MT,314815,1
MT,111115,21
MT,377140,5
MT,791115,19
MT,122705,15
MT,820110,3
MT,316115,13
MT,318015,11
MT,214610,4
MT,766150,11
MT,225280,7
MT,222215,4
MT,214230,5
MT,341240,1
MT,613215,9
MT,314620,18
MT,316120,11
MT,513110,10
MT,722325,12
MT,516315,18
MT,376315,6
MT,311710,12
MT,631020,1
MT,512120,14
MT,622105,9
MT,821315,1
MT,122510,2
MT,215105,2
MT,823230,9
MT,239440,1
MT,141815,2
MT,214510,9
MT,203105,11
MT,214240,2
MT,234660,2
MT,723120,7
MT,768705,9
MT,234115,2
MT,372110,4
MT,821215,5
MT,632310,3
MT,353225,1
MT,262415,4
MT,768315,4
MT,225325,3
MT,261105,1
MT,262230,8
MT,214710,2
MT,631105,6
MT,763020,2
MT,225115,1
MT,262905,3
MT,316310,1
MT,371205,2
MT,631310,1
MT,225118,1
MT,524310,2
MT,761250,1
MT,631335,1
MT,241405,1
MT,141830,1
MT,612320,1
MT,784205,52312
MT,411025,2629
MT,513405,6303
MT,414125,11270
MT,519910,1526
MT,514225,15372
MT,331105,3159
MT,422110,4353
MT,141710,856
MT,391125,885
MT,848505,4656
MT,840105,1481
MT,111415,10283
MT,223605,1971
MT,252305,8938
MT,21105,601
MT,313105,1014
MT,410105,13443
MT,720215,58
MT,131305,230
MT,410205,1173
MT,412110,581
MT,20205,88
MT,782305,5048
MT,373105,101
MT,725225,79
MT,414110,11582
MT,991310,424
MT,784125,601
MT,860110,163
MT,823320,456
MT,313220,1774
MT,954125,221
MT,715315,3032
MT,768305,14
MT,317210,2080
MT,517330,19685
MT,715145,865
MT,224105,79
MT,841505,796
MT,521120,439
MT,712120,405
MT,513410,55
MT,766230,85
MT,318805,366
MT,513115,158
MT,510130,272
MT,342120,1835
MT,423105,71
MT,322430,73
MT,515325,542
MT,410220,166
MT,772105,1000
MT,342550,108
MT,632125,822
MT,811425,441
MT,422320,125
MT,510135,191
MT,142130,162
MT,314120,485
MT,301105,752
MT,516125,28
MT,782115,384
MT,841472,23
MT,710215,242
MT,766125,32
MT,784120,355
MT,342115,275
MT,861105,291
MT,731115,293
MT,318505,411
MT,212315,207
MT,720140,54
MT,232145,145
MT,391120,43
MT,251520,136
MT,324115,916
MT,312315,14
MT,517230,310
MT,314105,16
MT,313415,232
MT,123115,207
MT,214705,65
MT,848325,194
MT,711130,698
MT,773335,205
MT,724130,53
MT,811635,8
MT,721220,124
MT,752310,4
MT,510115,101
MT,711320,155
MT,391220,129
MT,642010,177
MT,954305,33
MT,841810,252
MT,811745,72
MT,142340,90
MT,422115,20
MT,300305,351
MT,214320,36
MT,991115,73
MT,623205,7
MT,311520,26
MT,253125,46
MT,232135,78
MT,311115,15
MT,223244,10
MT,820105,9
MT,223525,46
MT,223272,87
MT,142535,46
MT,811760,45
MT,313410,147
MT,823130,68
MT,761345,3
MT,234760,36
MT,716615,31
MT,122205,25
MT,354805,16
MT,765205,47
MT,232170,14
MT,415115,9
MT,142360,29
MT,322120,22
MT,424110,13
MT,514115,21
MT,261705,11
MT,141525,8
MT,261805,34
MT,732125,36
MT,411015,71
MT,761415,5
MT,811305,34
MT,822115,17
MT,214115,3
MT,212425,14
MT,225165,13
MT,622805,11
MT,991105,32
MT,711235,51
MT,632215,22
MT,911310,12
MT,225109,12
MT,214345,5
MT,141805,5
MT,214130,3
MT,823265,5
MT,241025,1
MT,314840,13
MT,833105,4
MT,752105,7
MT,773420,5
MT,234745,16
MT,715605,21
MT,241035,5
MT,321205,3
MT,712215,2
MT,751010,5
MT,214245,5
MT,214340,2
MT,823330,4
MT,211105,5
MT,225136,4
MT,760405,3
MT,820115,6
MT,213215,3
MT,234205,4
MT,373230,7
MT,234725,5
MT,782735,2
MT,725410,9
MT,311410,15
MT,821255,3
MT,991205,14
MT,511115,2
MT,214530,5
MT,811330,8
MT,214810,9
MT,622305,8
MT,131225,6
MT,773350,4
MT,122750,1
MT,715520,1
MT,632610,1
MT,242910,4
MT,613105,1
MT,353210,7
MT,234684,1
MT,632525,1
MT,325010,3
MT,214615,1
MT,321305,7
MT,720115,3
MT,322105,3
MT,723205,9
MT,811420,2
MT,234740,2
MT,371415,2
MT,782625,2
MT,325310,1
MT,234612,1
MT,823250,2
MT,114105,1
MT,223420,1
MT,376330,1
MT,761425,1
MT,784105,7284
MT,783215,5877
MT,515225,189
MT,715230,1350
MT,517420,9394
MT,715210,19815
MT,21205,1670
MT,623015,7292
MT,391205,2650
MT,222110,1342
MT,142330,2353
MT,261205,155
MT,312105,1299
MT,517315,2950
MT,410235,732
MT,241010,183
MT,215305,364
MT,241040,1112
MT,141305,513
MT,641010,37534
MT,821405,162
MT,413110,10779
MT,716610,2514
MT,313315,509
MT,252405,2972
MT,841456,345
MT,414115,1698
MT,723330,236
MT,715125,4756
MT,521130,6723
MT,741110,85
MT,252515,58
MT,641005,2850
MT,712220,190
MT,731170,257
MT,763215,491
MT,262135,23
MT,231205,3945
MT,723315,532
MT,413210,767
MT,721210,247
MT,773340,291
MT,773115,781
MT,841320,82
MT,123110,442
MT,141410,1197
MT,342125,1413
MT,312310,75
MT,232115,2435
MT,231320,267
MT,223810,289
MT,372115,183
MT,732140,267
MT,351710,45
MT,773215,40
MT,251530,363
MT,782705,95
MT,724110,1377
MT,781310,134
MT,724410,1451
MT,862515,132
MT,821305,62
MT,848515,3836
MT,311715,147
MT,513215,499
MT,313130,879
MT,261110,299
MT,342555,20
MT,823325,638
MT,716105,139
MT,232140,122
MT,239430,171
MT,813115,87
MT,252705,236
MT,342535,309
MT,860115,269
MT,724435,352
MT,715410,313
MT,782210,360
MT,516610,149
MT,312210,147
MT,223545,52
MT,919105,579
MT,214220,22
MT,316110,105
MT,232120,91
MT,233210,432
MT,721205,14
MT,261210,142
MT,214910,118
MT,810205,44
MT,214215,123
MT,141110,124
MT,203210,20
MT,731145,42
MT,510105,413
MT,511405,93
MT,716605,6
MT,914105,253
MT,322125,19
MT,225185,51
MT,214310,2
MT,623010,111
MT,111510,218
MT,213405,134
MT,915105,71
MT,731205,150
MT,766225,68
MT,782130,103
MT,992120,204
MT,848210,116
MT,765110,99
MT,643010,92
MT,322410,63
MT,211110,37
MT,622510,42
MT,214915,317
MT,643020,18
MT,123310,27
MT,212215,7
MT,225285,21
MT,741120,38
MT,373130,38
MT,725005,13
MT,111330,39
MT,622505,154
MT,141810,6
MT,731130,35
MT,715215,86
MT,514315,53
MT,225250,124
MT,724310,63
MT,712130,22
MT,622410,11
MT,782135,29
MT,724515,135
MT,252510,9
MT,723225,19
MT,760605,69
MT,711215,37
MT,752225,9
MT,622120,25
MT,760305,14
MT,325305,13
MT,724405,57
MT,732115,8
MT,324120,102
MT,841310,47
MT,225260,28
MT,766130,1
MT,782315,18
MT,721405,42
MT,391110,6
MT,251220,21
MT,782810,107
MT,720205,4
MT,226315,4
MT,716215,18
MT,760125,54
MT,373135,33
MT,322240,11
MT,223276,2
MT,214315,36
MT,322220,61
MT,254420,26
MT,223820,12
MT,523125,46
MT,725420,13
MT,766210,15
MT,374205,18
MT,773320,30
MT,374105,46
MT,623410,3
MT,212430,58
MT,773220,12
MT,374150,3
MT,122610,9
MT,715515,12
MT,413230,6
MT,623030,1
MT,420130,11
MT,643025,25
MT,763115,4
MT,322505,8
MT,711305,39
MT,202115,4
MT,731330,13
MT,723115,8
MT,271110,7
MT,716505,15
MT,768710,2
MT,751120,4
MT,782415,16
MT,234445,3
MT,848105,10
MT,241325,25
MT,511505,13
MT,762320,6
MT,915110,3
MT,783235,19
MT,322720,5
MT,351510,26
MT,311615,4
MT,262330,7
MT,318205,4
MT,311705,6
MT,371210,6
MT,833115,1
MT,225330,1
MT,376205,2
MT,241310,3
MT,822125,1
MT,811125,4
MT,811405,1
MT,353220,1
MT,203010,1
MT,724225,1
MT,351310,4
MT,725210,1
MT,311725,1
MT,251515,1
MT,215135,1
MT,725510,3
MT,842210,1
MT,223425,1
MT,752320,1
MT,841210,2
MT,841605,1
MT,203315,1
MT,516605,1
MT,724205,6215
MT,521135,15325
MT,331110,17960
MT,621005,28319
MT,715135,4457
MT,234520,4064
MT,351605,4167
MT,223405,5362
MT,212410,746
MT,321210,974
MT,328105,102
MT,142705,839
MT,352205,1542
MT,242405,245
MT,20110,252
MT,519935,3279
MT,782515,2688
MT,371410,1690
MT,992115,2420
MT,234510,1164
MT,374405,197
MT,514215,2193
MT,712205,483
MT,517415,704
MT,622010,2566
MT,514310,3967
MT,513615,491
MT,623110,19481
MT,784110,734
MT,913115,6675
MT,514205,1578
MT,841745,251
MT,519315,803
MT,422315,714
MT,413205,1844
MT,516310,414
MT,517425,2734
MT,724415,165
MT,252545,1632
MT,741125,39
MT,515310,186
MT,420135,554
MT,261120,159
MT,862205,346
MT,725705,610
MT,765240,159
MT,731120,39
MT,782410,5344
MT,841408,585
MT,325205,392
MT,239225,56
MT,513105,82
MT,724510,576
MT,725205,720
MT,516505,376
MT,342310,533
MT,261425,158
MT,333115,306
MT,252725,252
MT,322405,770
MT,613110,53
MT,313120,429
MT,712105,242
MT,811630,156
MT,212310,112
MT,820205,77
MT,862140,119
MT,222120,258
MT,223415,338
MT,711230,435
MT,341230,84
MT,352310,140
MT,131310,127
MT,223445,46
MT,222105,51
MT,141105,317
MT,725415,132
MT,225320,53
MT,262235,4
MT,848110,122
MT,415215,224
MT,828105,95
MT,263105,46
MT,225225,145
MT,515320,217
MT,251505,149
MT,239210,157
MT,234405,22
MT,424105,558
MT,224140,111
MT,377105,65
MT,519920,3
MT,374125,66
MT,514105,60
MT,422125,9
MT,510310,276
MT,823210,44
MT,239425,106
MT,725405,7
MT,510205,160
MT,252605,110
MT,373140,30
MT,840110,60
MT,411045,127
MT,20105,88
MT,131315,44
MT,314615,43
MT,202105,58
MT,716540,52
MT,524215,45
MT,373145,42
MT,375120,110
MT,515135,103
MT,761357,3
MT,724215,3
MT,214935,46
MT,142140,6
MT,919315,25
MT,723325,15
MT,225120,40
MT,203025,5
MT,234460,3
MT,613410,39
MT,354810,45
MT,724420,21
MT,214270,49
MT,214930,11
MT,391230,12
MT,225310,3
MT,319205,6
MT,782805,5
MT,765315,11
MT,251205,69
MT,242410,7
MT,318115,16
MT,954115,2
MT,201110,7
MT,512110,26
MT,516335,57
MT,842135,3
MT,424125,26
MT,761225,3
MT,711330,1
MT,354505,34
MT,613120,5
MT,214120,18
MT,233125,18
MT,324135,4
MT,262420,21
MT,261615,7
MT,811735,2
MT,632410,4
MT,513310,1
MT,377120,16
MT,225203,33
MT,241210,12
MT,766325,8
MT,342205,16
MT,314730,1
MT,203015,16
MT,716210,1
MT,842110,9
MT,234420,19
MT,811120,4
MT,223535,8
MT,776430,3
MT,513325,9
MT,643005,10
MT,841440,9
MT,752410,8
MT,211115,5
MT,766240,1
MT,716310,11
MT,612740,9
MT,424115,3
MT,516155,1
MT,773330,3
MT,376415,2
MT,214720,7
MT,262825,2
MT,341325,3
MT,775110,6
MT,613210,2
MT,791105,5
MT,741115,8
MT,765230,1
MT,223240,2
MT,311205,4
MT,823215,5
MT,253135,1
MT,201105,1
MT,201220,5
MT,351735,1
MT,731175,2
MT,252215,7
MT,724610,1
MT,341215,3
MT,781305,2
MT,811710,1
MT,833125,1
MT,215130,1
MT,991110,1
MT,251525,1
MT,723125,2
MT,262315,2
MT,261415,2
MT,324140,1
MT,376255,1
MT,524210,1
MT,411005,87815
MT,414105,15761
MT,421125,52736
MT,516210,996
MT,519110,7718
MT,421205,462
MT,715525,3230
MT,848310,1331
MT,992225,3981
MT,513430,433
MT,142305,5317
MT,316105,3
MT,354130,820
MT,234505,4580
MT,142605,140
MT,141415,4132
MT,204105,454
MT,314110,658
MT,623310,2140
MT,841468,599
MT,354815,586
MT,622110,2117
MT,783105,873
MT,813125,769
MT,224120,1082
MT,911120,968
MT,992210,230
MT,519905,266
MT,771105,1932
MT,731135,105
MT,732130,1654
MT,732120,4078
MT,239410,2018
MT,620115,2669
MT,321110,823
MT,761205,45
MT,723310,121
MT,774105,2101
MT,722415,10
MT,519305,525
MT,422335,64
MT,848520,10670
MT,414215,5024
MT,395105,231
MT,414205,1086
MT,354135,1415
MT,513610,714
MT,716405,548
MT,271105,986
MT,142210,594
MT,413105,1144
MT,325015,179
MT,322230,1212
MT,239220,180
MT,623115,580
MT,622320,126
MT,516410,6
MT,731305,269
MT,811110,132
MT,773130,168
MT,841315,163
MT,513440,353
MT,762120,33
MT,951105,2566
MT,783220,238
MT,312320,1427
MT,215120,5
MT,515205,282
MT,251510,1322
MT,342405,137
MT,761005,88
MT,811715,116
MT,914420,308
MT,862155,310
MT,862160,136
MT,231335,721
MT,131320,68
MT,223232,122
MT,225170,73
MT,111120,120
MT,212305,76
MT,234620,46
MT,913110,179
MT,261215,141
MT,251215,427
MT,214255,47
MT,21210,3214
MT,410230,138
MT,911125,90
MT,234664,51
MT,225151,49
MT,214905,215
MT,131215,67
MT,630110,190
MT,224135,150
MT,766215,110
MT,862505,148
MT,715545,363
MT,516110,136
MT,954120,38
MT,773345,22
MT,122505,9
MT,225121,11
MT,223288,21
MT,239215,135
MT,910115,61
MT,773105,224
MT,233205,32
MT,242210,43
MT,720110,28
MT,318010,20
MT,762345,90
MT,415125,3
MT,420110,97
MT,312205,102
MT,223530,134
MT,811750,49
MT,632420,1
MT,848115,103
MT,376305,12
MT,123410,15
MT,810110,109
MT,313505,153
MT,862105,28
MT,261305,98
MT,211220,26
MT,514335,17
MT,766220,24
MT,352305,73
MT,261605,17
MT,715540,28
MT,782120,38
MT,263110,8
MT,913105,112
MT,723215,30
MT,782110,47
MT,122620,31
MT,860105,59
MT,111345,92
MT,612305,18
MT,911115,34
MT,782730,17
MT,841432,24
MT,517105,5
MT,832135,46
MT,141610,25
MT,241320,28
MT,203110,11
MT,612510,6
MT,351805,1
MT,811620,9
MT,516105,13
MT,740105,28
MT,511105,4
MT,768320,15
MT,225112,19
MT,317120,23
MT,953110,6
MT,833205,1
MT,311405,25
MT,752110,2
MT,261410,8
MT,324130,3
MT,712125,4
MT,203225,4
MT,262810,4
MT,712230,2
MT,763005,11
MT,723235,1
MT,811805,5
MT,262215,6
MT,715310,10
MT,910120,6
MT,262705,12
MT,223248,13
MT,760205,3
MT,762310,20
MT,262110,6
